,co,no,no2,o3,so2,pm2_5,pm10,nh3,date_period,date_day,date_month,date_year,name_month,date_hour
12722,350.48,0.08,10.2,3.31,0.95,15.28,16.49,4.18,2022-06-19 02:00:00,19,6,2022,June,2
12723,330.45,0.03,8.14,4.25,0.86,15.33,16.5,4.12,2022-06-19 03:00:00,19,6,2022,June,3
12724,310.42,0.03,6.25,4.38,0.69,15.63,16.76,3.61,2022-06-19 04:00:00,19,6,2022,June,4
12725,297.07,0.06,4.93,3.98,0.49,15.84,16.94,2.56,2022-06-19 05:00:00,19,6,2022,June,5
12726,290.39,0.17,4.54,3.84,0.4,16.02,17.08,1.82,2022-06-19 06:00:00,19,6,2022,June,6
12727,307.08,0.54,5.57,4.16,0.51,16.14,17.14,1.66,2022-06-19 07:00:00,19,6,2022,June,7
12728,340.46,2.46,6.68,7.78,0.68,16.15,17.2,1.98,2022-06-19 08:00:00,19,6,2022,June,8
12729,367.16,2.82,8.23,27.89,0.8,16.24,17.34,2.37,2022-06-19 09:00:00,19,6,2022,June,9
12730,357.15,0.73,4.76,67.95,0.79,15.98,16.96,2.06,2022-06-19 10:00:00,19,6,2022,June,10
12731,350.48,0.26,2.06,76.53,0.69,14.81,15.72,1.47,2022-06-19 11:00:00,19,6,2022,June,11
12732,320.43,0.17,1.19,60.08,0.51,11.65,12.39,1.06,2022-06-19 12:00:00,19,6,2022,June,12
12733,270.37,0.07,0.38,46.49,0.26,6.44,6.88,0.81,2022-06-19 13:00:00,19,6,2022,June,13
12734,253.68,0.06,0.35,46.49,0.23,4.53,4.91,0.71,2022-06-19 14:00:00,19,6,2022,June,14
12735,247.0,0.06,0.36,46.49,0.22,3.59,3.95,0.64,2022-06-19 15:00:00,19,6,2022,June,15
12736,280.38,0.82,4.11,42.92,0.44,3.62,4.04,0.91,2022-06-19 16:00:00,19,6,2022,June,16
12737,343.8,1.24,9.85,44.35,0.74,4.39,4.94,1.3,2022-06-19 17:00:00,19,6,2022,June,17
12738,403.88,0.46,17.14,31.83,0.98,5.21,5.92,1.74,2022-06-19 18:00:00,19,6,2022,June,18
12739,433.92,0.03,20.56,13.05,1.27,5.82,6.73,2.28,2022-06-19 19:00:00,19,6,2022,June,19
12740,433.92,0.25,19.71,5.01,1.42,6.34,7.45,2.6,2022-06-19 20:00:00,19,6,2022,June,20
12741,413.89,0.74,17.65,2.01,1.37,6.75,8.01,2.66,2022-06-19 21:00:00,19,6,2022,June,21
12742,380.52,1.24,14.39,1.2,1.33,6.71,8.02,2.75,2022-06-19 22:00:00,19,6,2022,June,22
12743,350.48,1.65,12.68,0.89,1.46,6.47,7.77,3.29,2022-06-19 23:00:00,19,6,2022,June,23
12744,327.11,1.52,12.0,0.96,1.45,6.14,7.35,3.8,2022-06-20 00:00:00,20,6,2022,June,0
12745,307.08,0.89,11.65,1.33,1.33,5.97,7.12,4.24,2022-06-20 01:00:00,20,6,2022,June,1
12746,287.06,0.28,9.85,2.39,1.07,5.89,6.98,3.89,2022-06-20 02:00:00,20,6,2022,June,2
12747,263.69,0.05,7.2,4.11,0.71,5.75,6.74,2.82,2022-06-20 03:00:00,20,6,2022,June,3
12748,247.0,0.02,5.1,5.14,0.43,5.69,6.6,1.84,2022-06-20 04:00:00,20,6,2022,June,4
12749,233.65,0.03,3.86,5.9,0.36,5.6,6.47,1.41,2022-06-20 05:00:00,20,6,2022,June,5
12750,226.97,0.09,3.68,6.26,0.39,5.52,6.4,1.35,2022-06-20 06:00:00,20,6,2022,June,6
12751,250.34,0.61,6.0,5.54,0.59,5.45,6.36,1.38,2022-06-20 07:00:00,20,6,2022,June,7
12752,313.76,4.19,7.8,6.71,0.78,5.62,6.62,1.47,2022-06-20 08:00:00,20,6,2022,June,8
12753,360.49,5.31,9.77,20.03,0.86,5.97,7.0,1.44,2022-06-20 09:00:00,20,6,2022,June,9
12754,233.65,0.31,1.46,40.77,0.29,3.0,3.53,0.74,2022-06-20 10:00:00,20,6,2022,June,10
12755,220.3,0.12,0.58,39.34,0.21,2.22,2.71,0.61,2022-06-20 11:00:00,20,6,2022,June,11
12756,216.96,0.09,0.4,36.84,0.18,2.05,2.53,0.6,2022-06-20 12:00:00,20,6,2022,June,12
12757,216.96,0.07,0.32,40.77,0.16,2.05,2.55,0.51,2022-06-20 13:00:00,20,6,2022,June,13
12758,220.3,0.07,0.35,42.92,0.16,2.09,2.61,0.46,2022-06-20 14:00:00,20,6,2022,June,14
12759,220.3,0.08,0.39,43.27,0.16,2.09,2.62,0.44,2022-06-20 15:00:00,20,6,2022,June,15
12760,273.7,1.16,5.31,43.99,0.48,2.65,3.28,0.83,2022-06-20 16:00:00,20,6,2022,June,16
12761,363.83,1.82,13.02,48.64,0.88,3.8,4.59,1.31,2022-06-20 17:00:00,20,6,2022,June,17
12762,440.6,0.75,22.28,33.62,1.21,4.77,5.74,1.88,2022-06-20 18:00:00,20,6,2022,June,18
12763,467.3,0.08,25.02,13.23,1.52,5.22,6.37,2.37,2022-06-20 19:00:00,20,6,2022,June,19
12764,447.27,0.54,21.08,5.05,1.52,5.44,6.73,2.28,2022-06-20 20:00:00,20,6,2022,June,20
12765,407.22,0.89,16.62,3.08,1.31,5.46,6.75,1.99,2022-06-20 21:00:00,20,6,2022,June,21
12766,330.45,0.34,10.54,6.08,1.0,4.81,5.87,1.66,2022-06-20 22:00:00,20,6,2022,June,22
12767,283.72,0.09,7.45,10.46,0.8,4.45,5.38,1.52,2022-06-20 23:00:00,20,6,2022,June,23
12768,260.35,0.02,5.4,14.66,0.57,4.36,5.17,1.42,2022-06-21 00:00:00,21,6,2022,June,0
12769,240.33,0.0,3.17,22.53,0.39,4.4,5.09,1.28,2022-06-21 01:00:00,21,6,2022,June,1
12770,230.31,0.0,1.76,27.54,0.32,4.41,5.01,1.25,2022-06-21 02:00:00,21,6,2022,June,2
12771,223.64,0.0,1.12,29.68,0.3,4.16,4.7,1.25,2022-06-21 03:00:00,21,6,2022,June,3
12772,220.3,0.0,0.88,30.76,0.29,3.78,4.28,1.27,2022-06-21 04:00:00,21,6,2022,June,4
12773,220.3,0.0,0.91,31.47,0.28,3.41,3.85,1.27,2022-06-21 05:00:00,21,6,2022,June,5
12774,223.64,0.0,1.37,31.11,0.29,3.08,3.49,1.28,2022-06-21 06:00:00,21,6,2022,June,6
12775,240.33,0.02,3.34,28.61,0.4,2.76,3.19,1.23,2022-06-21 07:00:00,21,6,2022,June,7
12776,263.69,0.59,5.01,26.82,0.5,2.57,3.03,1.14,2022-06-21 08:00:00,21,6,2022,June,8
12777,257.02,0.76,3.43,34.69,0.45,2.59,3.04,0.99,2022-06-21 09:00:00,21,6,2022,June,9
12778,230.31,0.18,0.81,34.69,0.23,2.67,3.03,0.82,2022-06-21 10:00:00,21,6,2022,June,10
12779,226.97,0.12,0.49,31.47,0.18,2.47,2.77,0.88,2022-06-21 11:00:00,21,6,2022,June,11
12780,223.64,0.09,0.37,29.68,0.15,2.05,2.3,0.84,2022-06-21 12:00:00,21,6,2022,June,12
12781,213.62,0.08,0.31,31.83,0.11,1.38,1.55,0.54,2022-06-21 13:00:00,21,6,2022,June,13
12782,213.62,0.08,0.33,34.33,0.1,1.17,1.3,0.43,2022-06-21 14:00:00,21,6,2022,June,14
12783,213.62,0.08,0.37,36.12,0.09,1.22,1.33,0.47,2022-06-21 15:00:00,21,6,2022,June,15
12784,240.33,0.64,2.72,36.84,0.28,1.56,1.72,0.7,2022-06-21 16:00:00,21,6,2022,June,16
12785,293.73,1.38,7.63,35.76,0.56,2.12,2.37,1.03,2022-06-21 17:00:00,21,6,2022,June,17
12786,343.8,0.8,13.71,21.82,0.78,2.6,2.95,1.31,2022-06-21 18:00:00,21,6,2022,June,18
12787,353.81,0.19,14.57,10.64,0.95,2.76,3.21,1.52,2022-06-21 19:00:00,21,6,2022,June,19
12788,333.79,0.28,12.17,7.96,0.98,2.73,3.26,1.57,2022-06-21 20:00:00,21,6,2022,June,20
12789,313.76,0.22,10.11,7.96,0.92,2.67,3.24,1.58,2022-06-21 21:00:00,21,6,2022,June,21
12790,303.75,0.22,9.0,8.05,0.86,2.69,3.29,1.6,2022-06-21 22:00:00,21,6,2022,June,22
12791,300.41,0.33,9.08,6.88,0.75,2.73,3.36,1.6,2022-06-21 23:00:00,21,6,2022,June,23
12792,293.73,0.32,8.65,5.9,0.54,2.67,3.25,1.39,2022-06-22 00:00:00,22,6,2022,June,0
12793,283.72,0.21,7.97,4.92,0.39,2.6,3.17,1.2,2022-06-22 01:00:00,22,6,2022,June,1
12794,267.03,0.11,6.43,4.78,0.34,2.53,3.11,1.11,2022-06-22 02:00:00,22,6,2022,June,2
12795,247.0,0.06,4.84,5.23,0.31,2.44,3.01,1.08,2022-06-22 03:00:00,22,6,2022,June,3
12796,230.31,0.05,3.68,5.23,0.3,2.45,3.01,1.09,2022-06-22 04:00:00,22,6,2022,June,4
12797,220.3,0.08,3.13,5.1,0.29,2.64,3.21,1.01,2022-06-22 05:00:00,22,6,2022,June,5
12798,223.64,0.2,3.38,5.01,0.31,3.19,3.73,0.82,2022-06-22 06:00:00,22,6,2022,June,6
12799,260.35,0.57,4.97,6.44,0.44,4.64,5.09,0.82,2022-06-22 07:00:00,22,6,2022,June,7
12800,320.43,2.32,6.6,12.52,0.58,6.41,6.84,1.04,2022-06-22 08:00:00,22,6,2022,June,8
12801,330.45,1.82,5.91,30.76,0.56,7.16,7.54,1.06,2022-06-22 09:00:00,22,6,2022,June,9
12802,260.35,0.3,1.37,35.41,0.28,4.73,4.92,0.66,2022-06-22 10:00:00,22,6,2022,June,10
12803,230.31,0.16,0.66,32.54,0.19,2.85,2.99,0.47,2022-06-22 11:00:00,22,6,2022,June,11
12804,216.96,0.1,0.4,30.4,0.13,1.95,2.05,0.4,2022-06-22 12:00:00,22,6,2022,June,12
12805,206.95,0.06,0.33,30.76,0.08,1.18,1.24,0.31,2022-06-22 13:00:00,22,6,2022,June,13
12806,200.27,0.07,0.39,32.9,0.08,0.66,0.71,0.25,2022-06-22 14:00:00,22,6,2022,June,14
12807,196.93,0.08,0.46,33.97,0.08,0.62,0.67,0.23,2022-06-22 15:00:00,22,6,2022,June,15
12808,250.34,1.19,5.4,30.04,0.39,1.23,1.38,0.69,2022-06-22 16:00:00,22,6,2022,June,16
12809,337.12,2.35,12.68,26.11,0.72,2.2,2.47,1.16,2022-06-22 17:00:00,22,6,2022,June,17
12810,413.89,1.79,20.91,13.05,0.97,3.1,3.48,1.57,2022-06-22 18:00:00,22,6,2022,June,18
12811,440.6,1.72,21.93,2.86,1.18,3.77,4.26,1.87,2022-06-22 19:00:00,22,6,2022,June,19
12812,420.57,2.93,17.31,1.23,1.21,4.01,4.6,1.85,2022-06-22 20:00:00,22,6,2022,June,20
12813,373.84,2.29,14.05,1.88,1.04,3.71,4.31,1.69,2022-06-22 21:00:00,22,6,2022,June,21
12814,280.38,0.15,8.14,9.66,0.73,2.51,2.95,1.35,2022-06-22 22:00:00,22,6,2022,June,22
12815,240.33,0.04,5.4,13.05,0.57,1.7,2.08,1.27,2022-06-22 23:00:00,22,6,2022,June,23
12816,223.64,0.02,3.98,13.77,0.41,1.24,1.52,1.23,2022-06-23 00:00:00,23,6,2022,June,0
12817,213.62,0.03,3.56,11.35,0.31,1.07,1.34,1.33,2022-06-23 01:00:00,23,6,2022,June,1
12818,208.62,0.03,3.3,8.85,0.29,1.04,1.33,1.44,2022-06-23 02:00:00,23,6,2022,June,2
12819,203.61,0.03,2.96,7.6,0.3,1.06,1.37,1.52,2022-06-23 03:00:00,23,6,2022,June,3
12820,200.27,0.04,2.83,6.35,0.31,1.15,1.51,1.58,2022-06-23 04:00:00,23,6,2022,June,4
12821,200.27,0.07,2.91,5.68,0.31,1.26,1.66,1.42,2022-06-23 05:00:00,23,6,2022,June,5
12822,206.95,0.19,3.73,5.59,0.34,1.36,1.8,1.16,2022-06-23 06:00:00,23,6,2022,June,6
12823,240.33,0.82,6.85,5.05,0.52,1.52,2.01,1.08,2022-06-23 07:00:00,23,6,2022,June,7
12824,317.1,5.09,9.08,7.33,0.75,1.93,2.5,1.33,2022-06-23 08:00:00,23,6,2022,June,8
12825,377.18,6.48,11.82,21.28,0.86,2.36,2.95,1.27,2022-06-23 09:00:00,23,6,2022,June,9
12826,216.96,0.34,1.44,39.7,0.23,0.76,0.9,0.49,2022-06-23 10:00:00,23,6,2022,June,10
12827,205.28,0.13,0.58,39.7,0.16,0.64,0.76,0.44,2022-06-23 11:00:00,23,6,2022,June,11
12828,201.94,0.09,0.4,38.27,0.13,0.63,0.74,0.45,2022-06-23 12:00:00,23,6,2022,June,12
12829,201.94,0.07,0.36,42.2,0.1,0.59,0.68,0.35,2022-06-23 13:00:00,23,6,2022,June,13
12830,203.61,0.08,0.41,43.99,0.09,0.67,0.76,0.33,2022-06-23 14:00:00,23,6,2022,June,14
12831,205.28,0.08,0.46,44.35,0.09,0.84,0.93,0.38,2022-06-23 15:00:00,23,6,2022,June,15
12832,230.31,0.53,2.83,42.2,0.28,1.19,1.34,0.62,2022-06-23 16:00:00,23,6,2022,June,16
12833,287.06,1.2,8.14,39.7,0.56,1.75,2.01,0.98,2022-06-23 17:00:00,23,6,2022,June,17
12834,340.46,0.62,14.91,27.89,0.8,2.23,2.6,1.27,2022-06-23 18:00:00,23,6,2022,June,18
12835,387.19,0.15,19.02,12.16,1.13,2.74,3.3,1.66,2022-06-23 19:00:00,23,6,2022,June,19
12836,413.89,1.15,19.02,3.0,1.36,3.23,4.05,1.95,2022-06-23 20:00:00,23,6,2022,June,20
12837,407.22,2.74,15.94,0.68,1.27,3.45,4.47,2.01,2022-06-23 21:00:00,23,6,2022,June,21
12838,370.5,3.07,12.85,0.78,1.07,3.3,4.41,1.93,2022-06-23 22:00:00,23,6,2022,June,22
12839,330.45,2.32,11.14,1.23,0.88,2.88,3.95,1.84,2022-06-23 23:00:00,23,6,2022,June,23
12840,297.07,1.26,10.02,2.19,0.61,2.44,3.38,1.68,2022-06-24 00:00:00,24,6,2022,June,0
12841,267.03,0.35,8.48,3.76,0.43,2.15,2.95,1.54,2022-06-24 01:00:00,24,6,2022,June,1
12842,243.66,0.05,6.0,6.17,0.35,1.92,2.58,1.39,2022-06-24 02:00:00,24,6,2022,June,2
12843,220.3,0.02,3.77,8.49,0.3,1.66,2.17,1.27,2022-06-24 03:00:00,24,6,2022,June,3
12844,205.28,0.01,2.36,10.64,0.28,1.38,1.75,1.16,2022-06-24 04:00:00,24,6,2022,June,4
12845,198.6,0.01,1.84,11.44,0.27,1.18,1.47,1.06,2022-06-24 05:00:00,24,6,2022,June,5
12846,198.6,0.02,1.93,12.34,0.28,0.98,1.22,0.96,2022-06-24 06:00:00,24,6,2022,June,6
12847,210.29,0.05,2.87,14.13,0.32,0.79,1.0,0.85,2022-06-24 07:00:00,24,6,2022,June,7
12848,226.97,0.54,3.81,17.7,0.36,0.75,0.97,0.81,2022-06-24 08:00:00,24,6,2022,June,8
12849,223.64,0.53,2.38,27.18,0.29,0.65,0.84,0.65,2022-06-24 09:00:00,24,6,2022,June,9
12850,203.61,0.16,0.71,29.68,0.16,0.5,0.63,0.44,2022-06-24 10:00:00,24,6,2022,June,10
12851,198.6,0.1,0.42,29.68,0.12,0.5,0.6,0.36,2022-06-24 11:00:00,24,6,2022,June,11
12852,196.93,0.07,0.3,27.89,0.09,0.5,0.58,0.34,2022-06-24 12:00:00,24,6,2022,June,12
12853,200.27,0.07,0.29,29.33,0.07,0.5,0.56,0.28,2022-06-24 13:00:00,24,6,2022,June,13
12854,205.28,0.08,0.4,31.47,0.08,0.5,0.54,0.23,2022-06-24 14:00:00,24,6,2022,June,14
12855,210.29,0.09,0.51,31.83,0.09,0.5,0.54,0.24,2022-06-24 15:00:00,24,6,2022,June,15
12856,250.34,1.01,4.2,28.61,0.32,0.78,0.89,0.58,2022-06-24 16:00:00,24,6,2022,June,16
12857,323.77,2.49,10.28,24.32,0.6,1.32,1.54,1.01,2022-06-24 17:00:00,24,6,2022,June,17
12858,393.87,2.49,18.16,11.18,0.83,1.81,2.14,1.41,2022-06-24 18:00:00,24,6,2022,June,18
12859,420.57,2.82,19.19,1.72,1.03,2.06,2.53,1.71,2022-06-24 19:00:00,24,6,2022,June,19
12860,397.21,3.91,15.25,0.84,1.06,2.05,2.65,1.76,2022-06-24 20:00:00,24,6,2022,June,20
12861,367.16,3.41,13.19,0.92,0.95,2.0,2.69,1.68,2022-06-24 21:00:00,24,6,2022,June,21
12862,333.79,2.04,11.65,1.88,0.83,1.95,2.67,1.47,2022-06-24 22:00:00,24,6,2022,June,22
12863,307.08,1.09,10.28,3.0,0.7,2.03,2.73,1.36,2022-06-24 23:00:00,24,6,2022,June,23
12864,283.72,0.59,8.74,4.07,0.5,2.23,2.84,1.28,2022-06-25 00:00:00,25,6,2022,June,0
12865,263.69,0.17,6.77,4.96,0.35,2.51,3.05,1.25,2022-06-25 01:00:00,25,6,2022,June,1
12866,243.66,0.04,4.76,6.17,0.31,2.81,3.3,1.27,2022-06-25 02:00:00,25,6,2022,June,2
12867,230.31,0.02,3.38,7.78,0.32,3.03,3.48,1.44,2022-06-25 03:00:00,25,6,2022,June,3
12868,220.3,0.01,2.55,8.67,0.32,3.28,3.71,1.49,2022-06-25 04:00:00,25,6,2022,June,4
12869,213.62,0.02,2.14,8.49,0.25,3.47,3.87,0.91,2022-06-25 05:00:00,25,6,2022,June,5
12870,216.96,0.06,2.4,8.31,0.23,3.53,3.88,0.59,2022-06-25 06:00:00,25,6,2022,June,6
12871,226.97,0.07,2.96,13.23,0.31,3.17,3.4,0.75,2022-06-25 07:00:00,25,6,2022,June,7
12872,250.34,0.81,3.98,15.91,0.42,2.91,3.17,0.99,2022-06-25 08:00:00,25,6,2022,June,8
12873,260.35,1.19,3.9,28.25,0.48,2.62,2.91,1.11,2022-06-25 09:00:00,25,6,2022,June,9
12874,223.64,0.24,1.1,40.05,0.23,1.09,1.24,0.65,2022-06-25 10:00:00,25,6,2022,June,10
12875,211.95,0.11,0.48,38.98,0.15,0.64,0.75,0.52,2022-06-25 11:00:00,25,6,2022,June,11
12876,210.29,0.07,0.31,37.91,0.12,0.56,0.66,0.51,2022-06-25 12:00:00,25,6,2022,June,12
12877,208.62,0.05,0.24,42.56,0.1,0.52,0.62,0.44,2022-06-25 13:00:00,25,6,2022,June,13
12878,208.62,0.06,0.27,45.42,0.1,0.53,0.63,0.38,2022-06-25 14:00:00,25,6,2022,June,14
12879,210.29,0.06,0.31,45.78,0.1,0.55,0.65,0.36,2022-06-25 15:00:00,25,6,2022,June,15
12880,243.66,0.74,3.51,43.27,0.33,0.89,1.07,0.72,2022-06-25 16:00:00,25,6,2022,June,16
12881,307.08,1.27,9.17,45.06,0.6,1.55,1.86,1.19,2022-06-25 17:00:00,25,6,2022,June,17
12882,367.16,0.53,16.11,33.97,0.77,2.18,2.61,1.58,2022-06-25 18:00:00,25,6,2022,June,18
12883,393.87,0.01,19.36,16.09,0.94,2.57,3.16,1.96,2022-06-25 19:00:00,25,6,2022,June,19
12884,397.21,0.13,18.85,7.42,1.1,2.88,3.67,2.25,2022-06-25 20:00:00,25,6,2022,June,20
12885,383.85,0.36,17.48,3.76,1.21,3.13,4.11,2.5,2022-06-25 21:00:00,25,6,2022,June,21
12886,357.15,0.42,14.39,3.49,1.24,3.12,4.18,2.56,2022-06-25 22:00:00,25,6,2022,June,22
12887,320.43,0.34,11.14,4.2,1.03,2.83,3.83,2.37,2022-06-25 23:00:00,25,6,2022,June,23
12888,287.06,0.18,8.65,5.36,0.69,2.46,3.3,2.09,2022-06-26 00:00:00,26,6,2022,June,0
12889,263.69,0.04,6.85,6.53,0.47,2.24,2.97,1.87,2022-06-26 01:00:00,26,6,2022,June,1
12890,243.66,0.01,5.18,8.4,0.38,2.16,2.83,1.73,2022-06-26 02:00:00,26,6,2022,June,2
12891,230.31,0.01,3.86,10.91,0.35,2.15,2.76,1.63,2022-06-26 03:00:00,26,6,2022,June,3
12892,220.3,0.0,3.08,11.98,0.33,2.22,2.81,1.58,2022-06-26 04:00:00,26,6,2022,June,4
12893,213.62,0.01,2.74,10.64,0.31,2.31,2.88,1.41,2022-06-26 05:00:00,26,6,2022,June,5
12894,210.29,0.05,3.08,8.23,0.31,2.39,2.97,1.14,2022-06-26 06:00:00,26,6,2022,June,6
12895,226.97,0.62,5.18,4.78,0.44,2.54,3.16,1.03,2022-06-26 07:00:00,26,6,2022,June,7
12896,280.38,4.47,6.6,5.63,0.65,2.9,3.64,1.2,2022-06-26 08:00:00,26,6,2022,June,8
12897,333.79,6.03,10.02,19.31,0.79,3.43,4.31,1.54,2022-06-26 09:00:00,26,6,2022,June,9
12898,267.03,0.47,6.08,42.2,0.57,2.39,2.9,1.06,2022-06-26 10:00:00,26,6,2022,June,10
12899,247.0,0.22,2.91,52.21,0.44,1.78,2.14,0.72,2022-06-26 11:00:00,26,6,2022,June,11
12900,230.31,0.14,1.54,51.5,0.31,1.27,1.53,0.51,2022-06-26 12:00:00,26,6,2022,June,12
12901,213.62,0.04,0.37,43.63,0.1,1.14,1.33,0.33,2022-06-26 13:00:00,26,6,2022,June,13
12902,213.62,0.04,0.39,43.27,0.1,1.45,1.66,0.32,2022-06-26 14:00:00,26,6,2022,June,14
12903,213.62,0.05,0.41,43.27,0.11,1.5,1.71,0.34,2022-06-26 15:00:00,26,6,2022,June,15
12904,236.99,0.47,2.29,43.27,0.28,1.84,2.09,0.61,2022-06-26 16:00:00,26,6,2022,June,16
12905,287.06,0.91,6.34,46.49,0.54,2.55,2.89,1.01,2022-06-26 17:00:00,26,6,2022,June,17
12906,333.79,0.46,11.65,39.34,0.75,3.26,3.7,1.33,2022-06-26 18:00:00,26,6,2022,June,18
12907,377.18,0.0,15.94,23.25,1.09,3.85,4.45,2.09,2022-06-26 19:00:00,26,6,2022,June,19
12908,400.54,0.02,18.85,13.23,1.62,4.39,5.24,3.29,2022-06-26 20:00:00,26,6,2022,June,20
12909,407.22,0.08,20.73,7.87,2.09,4.81,5.89,4.37,2022-06-26 21:00:00,26,6,2022,June,21
12910,390.53,0.25,20.39,4.52,2.38,4.94,6.19,5.0,2022-06-26 22:00:00,26,6,2022,June,22
12911,363.83,0.64,18.85,2.3,2.32,4.82,6.16,5.26,2022-06-26 23:00:00,26,6,2022,June,23
12912,330.45,0.92,15.77,1.32,1.77,4.52,5.83,4.81,2022-06-27 00:00:00,27,6,2022,June,0
12913,293.73,0.75,12.0,1.29,0.84,4.14,5.33,3.1,2022-06-27 01:00:00,27,6,2022,June,1
12914,263.69,0.44,9.08,1.39,0.49,3.78,4.88,2.28,2022-06-27 02:00:00,27,6,2022,June,2
12915,240.33,0.26,6.68,1.7,0.41,3.46,4.5,1.71,2022-06-27 03:00:00,27,6,2022,June,3
12916,223.64,0.1,4.84,3.67,0.38,3.29,4.26,1.46,2022-06-27 04:00:00,27,6,2022,June,4
12917,216.96,0.05,3.94,5.81,0.36,3.44,4.36,1.3,2022-06-27 05:00:00,27,6,2022,June,5
12918,220.3,0.12,4.16,6.26,0.38,3.73,4.62,1.23,2022-06-27 06:00:00,27,6,2022,June,6
12919,250.34,0.75,7.03,4.92,0.57,4.15,5.1,1.38,2022-06-27 07:00:00,27,6,2022,June,7
12920,320.43,5.03,9.42,6.71,0.83,4.76,5.86,1.92,2022-06-27 08:00:00,27,6,2022,June,8
12921,383.85,6.71,12.68,22.17,0.97,5.5,6.71,2.09,2022-06-27 09:00:00,27,6,2022,June,9
12922,267.03,0.72,3.6,56.51,0.54,3.54,4.07,1.22,2022-06-27 10:00:00,27,6,2022,June,10
12923,240.33,0.23,1.39,65.8,0.38,1.87,2.19,0.7,2022-06-27 11:00:00,27,6,2022,June,11
12924,223.64,0.13,0.74,59.37,0.24,0.94,1.13,0.44,2022-06-27 12:00:00,27,6,2022,June,12
12925,208.62,0.06,0.29,49.35,0.1,0.65,0.78,0.28,2022-06-27 13:00:00,27,6,2022,June,13
12926,208.62,0.06,0.3,45.78,0.1,0.61,0.73,0.26,2022-06-27 14:00:00,27,6,2022,June,14
12927,208.62,0.07,0.33,43.63,0.1,0.61,0.74,0.27,2022-06-27 15:00:00,27,6,2022,June,15
12928,223.64,0.34,1.65,42.2,0.23,0.77,0.93,0.43,2022-06-27 16:00:00,27,6,2022,June,16
12929,253.68,0.77,4.76,41.13,0.44,1.08,1.32,0.7,2022-06-27 17:00:00,27,6,2022,June,17
12930,283.72,0.41,8.74,30.76,0.6,1.35,1.65,0.96,2022-06-27 18:00:00,27,6,2022,June,18
12931,290.39,0.01,9.08,21.64,0.72,1.47,1.84,1.12,2022-06-27 19:00:00,27,6,2022,June,19
12932,280.38,0.02,7.71,18.78,0.8,1.55,1.97,1.23,2022-06-27 20:00:00,27,6,2022,June,20
12933,270.37,0.02,6.34,18.06,0.81,1.61,2.06,1.28,2022-06-27 21:00:00,27,6,2022,June,21
12934,257.02,0.02,5.06,18.24,0.76,1.6,2.05,1.28,2022-06-27 22:00:00,27,6,2022,June,22
12935,250.34,0.03,4.67,17.88,0.64,1.51,1.95,1.28,2022-06-27 23:00:00,27,6,2022,June,23
12936,240.33,0.02,4.2,17.7,0.45,1.36,1.76,1.27,2022-06-28 00:00:00,28,6,2022,June,0
12937,230.31,0.01,3.13,18.24,0.33,1.21,1.58,1.27,2022-06-28 01:00:00,28,6,2022,June,1
12938,216.96,0.0,1.88,20.56,0.28,1.03,1.41,1.22,2022-06-28 02:00:00,28,6,2022,June,2
12939,206.95,0.0,1.03,25.03,0.25,0.89,1.25,1.12,2022-06-28 03:00:00,28,6,2022,June,3
12940,205.28,0.0,0.66,30.76,0.23,0.8,1.14,1.03,2022-06-28 04:00:00,28,6,2022,June,4
12941,208.62,0.0,0.75,32.9,0.24,0.81,1.14,1.03,2022-06-28 05:00:00,28,6,2022,June,5
12942,211.95,0.0,1.25,32.9,0.27,0.88,1.22,1.08,2022-06-28 06:00:00,28,6,2022,June,6
12943,230.31,0.01,3.13,31.11,0.4,1.08,1.47,1.11,2022-06-28 07:00:00,28,6,2022,June,7
12944,257.02,0.52,5.01,30.76,0.53,1.37,1.8,1.09,2022-06-28 08:00:00,28,6,2022,June,8
12945,260.35,0.78,3.94,41.84,0.51,1.54,1.97,0.97,2022-06-28 09:00:00,28,6,2022,June,9
12946,230.31,0.15,0.77,45.78,0.21,1.18,1.45,0.55,2022-06-28 10:00:00,28,6,2022,June,10
12947,226.97,0.09,0.42,42.2,0.14,0.92,1.11,0.43,2022-06-28 11:00:00,28,6,2022,June,11
12948,223.64,0.07,0.3,39.7,0.11,0.8,0.96,0.4,2022-06-28 12:00:00,28,6,2022,June,12
12949,223.64,0.06,0.27,42.56,0.09,0.75,0.89,0.32,2022-06-28 13:00:00,28,6,2022,June,13
12950,226.97,0.07,0.32,45.42,0.09,0.76,0.89,0.27,2022-06-28 14:00:00,28,6,2022,June,14
12951,226.97,0.07,0.37,45.78,0.09,0.77,0.89,0.27,2022-06-28 15:00:00,28,6,2022,June,15
12952,270.37,0.96,4.58,43.63,0.38,1.18,1.4,0.67,2022-06-28 16:00:00,28,6,2022,June,16
12953,353.81,1.82,12.34,42.92,0.75,2.01,2.38,1.17,2022-06-28 17:00:00,28,6,2022,June,17
12954,427.25,0.91,21.59,27.89,1.01,2.73,3.27,1.58,2022-06-28 18:00:00,28,6,2022,June,18
12955,447.27,0.14,23.65,11.62,1.21,3.03,3.74,1.88,2022-06-28 19:00:00,28,6,2022,June,19
12956,427.25,0.43,19.36,6.08,1.21,3.04,3.89,1.92,2022-06-28 20:00:00,28,6,2022,June,20
12957,387.19,0.44,15.25,5.28,1.04,2.94,3.81,1.84,2022-06-28 21:00:00,28,6,2022,June,21
